-2147483648	-1.0737418E9
-2147272426	-1.0736362E9
-2143726303	-1.0718632E9
-2143544565	-1.0717723E9
-2142749411	-1.0713747E9
-2142725160	-1.07136256E9
-2137733329	-1.0688667E9
-2131555103	-1.06577754E9
-2127249822	-1.0636249E9
-2127176209	-1.0635881E9
-2121567524	-1.06078374E9
-2120781109	-1.0603905E9
-2119581303	-1.05979066E9
-2109992069	-1.05499603E9
-2096940222	-1.0484701E9
-2089881645	-1.0449408E9
-2084255275	-1.0421276E9
-2082509540	-1.0412548E9
-2081516627	-1.04075834E9
-2074063801	-1.0370319E9
-2067269447	-1.03363475E9
-2059678590	-1.0298393E9
-2058951453	-1.0294757E9
-2053000898	-1.0265005E9
-2048406242	-1.02420314E9
-2043255792	-1.0216279E9
-2036448945	-1.01822445E9
-2035156105	-1.01757805E9
-2033792798	-1.0168964E9
-2031736669	-1.01586835E9
-2030929381	-1.0154647E9
-2019251722	-1.00962586E9
-2018479672	-1.0092398E9
-2017819825	-1.0089099E9
-2014456775	-1.0072284E9
-2013851773	-1.0069259E9
-2009451754	-1.0047259E9
-2004099945	-1.00205E9
-2002722494	-1.0013612E9
-2002247782	-1.0011239E9
-2000453250	-1.0002266E9
-1998950147	-9.994751E8
-1994293895	-9.9714694E8
-1988748553	-9.943743E8
-1987446565	-9.9372326E8
-1986153406	-9.930767E8
-1983979856	-9.9198995E8
-1982710536	-9.9135526E8
-1980497894	-9.9024896E8
-1975358841	-9.876794E8
-1974777848	-9.873889E8
-1968098655	-9.8404934E8
-1965001971	-9.82501E8
-1959752237	-9.798761E8
-1958442211	-9.792211E8
-1956990703	-9.7849536E8
-1956708449	-9.7835424E8
-1952622080	-9.7631104E8
-1949006327	-9.745032E8
-1948932568	-9.744663E8
-1946514116	-9.732571E8
-1944240772	-9.721204E8
-1942729115	-9.7136454E8
-1942443269	-9.712216E8
-1941364118	-9.7068205E8
-1936643066	-9.6832154E8
-1932308121	-9.6615405E8
-1929152028	-9.64576E8
-1928355704	-9.6417786E8
-1924600302	-9.6230016E8
-1922082832	-9.610414E8
-1916512806	-9.582564E8
-1914759598	-9.573798E8
-1911123915	-9.55562E8
-1910435023	-9.5521754E8
-1906631367	-9.533157E8
-1904170294	-9.520851E8
-1901617726	-9.508088E8
-1895777727	-9.4788883E8
-1889578290	-9.447891E8
-1887717685	-9.438588E8
-1880206041	-9.4010304E8
-1879318252	-9.3965914E8
-1874732673	-9.3736634E8
-1871336178	-9.356681E8
-1856043586	-9.280218E8
-1852439766	-9.262199E8
-1850091156	-9.2504557E8
-1845164243	-9.2258214E8
-1844866841	-9.224334E8
-1840781301	-9.2039066E8
-1840611756	-9.2030586E8
-1837650889	-9.188255E8
-1831462598	-9.157313E8
-1829354885	-9.1467744E8
-1827176447	-9.135882E8
-1826687363	-9.133437E8
-1824795215	-9.1239763E8
-1823305441	-9.1165274E8
-1822315418	-9.111577E8
-1815181584	-9.075908E8
-1813798022	-9.06899E8
-1812345282	-9.061727E8
-1803317043	-9.016585E8
-1802990874	-9.014954E8
-1802560472	-9.0128026E8
-1800258924	-9.001295E8
-1789284402	-8.946422E8
-1788724267	-8.943621E8
-1788643116	-8.9432154E8
-1783773587	-8.918868E8
-1769830397	-8.849152E8
-1769046807	-8.845234E8
-1758594263	-8.7929715E8
-1758405752	-8.792029E8
-1758092210	-8.790461E8
-1757635199	-8.788176E8
-1754599037	-8.772995E8
-1748799349	-8.743997E8
-1748276473	-8.7413824E8
-1747216056	-8.73608E8
-1740067475	-8.700337E8
-1737263789	-8.686319E8
-1736982798	-8.684914E8
-1736598147	-8.682991E8
-1735123368	-8.6756166E8
-1731033124	-8.6551654E8
-1727666396	-8.638332E8
-1715360906	-8.5768045E8
-1712315749	-8.561579E8
-1704590106	-8.5229504E8
-1702097080	-8.510485E8
-1701176448	-8.505882E8
-1698951928	-8.49476E8
-1695292107	-8.476461E8
